id,group,user_id,experiment_question,experiment_answer
1882,0,77a69935-e778-4905-8cd9-61017b468472,Q17,7
2125,2,77e39f91-0c70-4175-88b0-6aa6a5f057a7,Q17,7
1947,1,7828f7b0-3997-4090-b4c9-7b7d73c375ee,Q17,7
934,2,7a42bc55-84ae-47e2-b0d4-00c3d63777ec,Q17,7
1599,3,7a6992f0-3c6a-4e16-ab79-59b9426f3da5,Q17,7
1225,2,80a77ef9-4284-4da4-a16a-368b55b85c77,Q17,7
357,3,8242a116-094f-41b4-b401-6618b1d1af2e,Q17,7
1616,0,828806a3-4f0f-4a1d-9c90-142bebbd2988,Q17,7
338,2,82907c4b-4267-46a0-8ac9-8755d2d2e7b9,Q17,7
1079,2,8a228fc0-004f-45b9-b07c-0df4323fce69,Q17,7
734,3,8f3f2df9-0c33-416a-b3c2-c3558c759a70,Q17,7
2060,1,90e41123-d6f6-4725-841e-da9a5571e59d,Q17,7
111,2,9b267736-94b7-4e6e-a31b-95945d357b9c,Q17,7
1429,1,9ce9b015-fa76-4a00-93f8-5b2d6319b002,Q17,7
1695,2,a07a6525-58e1-4e64-8c14-15ebb3e0e228,Q17,7
392,0,a1d55e3a-0ccf-488f-80a5-c73e9885e3a7,Q17,7
1582,1,a1ef8616-4779-49db-b143-2702ad90f29e,Q17,7
1103,0,b1821d90-2108-4188-b2fe-ca5c18630f89,Q17,7
1432,2,b6107668-87b6-4b99-b576-dda0c368f3e7,Q17,7
462,3,b8a0a0e0-8fe4-4d15-8672-86b03b4f9f50,Q17,7
389,0,b9cfc9d5-5bd0-4d28-851d-d0c7630f162a,Q17,7
886,3,bd2bac90-64d7-4e15-8eda-d4daaee70733,Q17,7
1081,3,bd985d65-a4fc-4625-90c6-62da12803a1d,Q17,7
31,3,c6bc3c9d-4ade-47a9-90bd-ce321f3928e8,Q17,7
541,0,d126d40c-053b-4142-b8a3-6c62c32a6fbe,Q17,7
2473,3,d1791678-d227-49d5-a4c5-5cb59153e1a2,Q17,7
2521,3,d1ff42e9-487b-42eb-8276-3197e42285f4,Q17,7
2108,1,d32f1e62-2341-4397-a2e6-18b30f3477df,Q17,7
1514,3,d9c592e1-2dbf-4e94-9189-8bd87619f92d,Q17,7
825,2,dd7de6ff-2f07-489a-a391-0ad7d8ec2dbe,Q17,7
1250,3,e06cf2d3-a5a8-4c8a-ac52-823c0babd502,Q17,7
1315,1,e3db7923-6dbc-4cdb-8fe9-86d69bd4f5a7,Q17,7
672,1,ef551fc2-31fd-4916-89de-2ed35f1f8871,Q17,7
2538,0,efcb48eb-b211-4fec-958b-45e35d59ba02,Q17,7
888,2,f39c29dc-7bc4-40b8-b741-e98565fd338f,Q17,7
2419,1,f3e4cf6e-b5f5-46f8-ba9a-f48efd16e7ab,Q17,7
1449,3,f50405e4-d718-48e2-b3b7-63504cfc105f,Q17,7
2504,1,f5984d8a-8972-4622-ba8c-411f8791ba20,Q17,7
589,2,f661ee33-2f86-4c93-9e20-e0c5b83735b1,Q17,7
537,3,f97adbc2-cd4f-4aa3-a015-630d215a8f67,Q17,7
425,2,fad8ff3b-577c-43b3-96ed-08a7612d5156,Q17,7
936,0,ff05365f-9edf-4629-af16-c2f92610f880,Q17,7
543,0,74061a8f-ffb1-415a-aee2-6a8bff72cb34,Q16,2
2206,2,1cc65f23-3d27-4b03-8a9c-dd91c86e8350,Q16,3
1082,1,72c71801-fffd-4b3f-bea8-0b5afaf88730,Q16,3
1099,0,457e29c4-c2e1-4c09-9992-b4b1ffb89d12,Q16,4
391,0,a1d55e3a-0ccf-488f-80a5-c73e9885e3a7,Q16,4
2605,0,b748a547-c32e-4918-8b1c-b13cd5937957,Q16,4
1246,0,f39ebb39-48c1-4829-8bb7-8fc67949b781,Q16,4
655,1,03ff84cc-61b3-4cd4-aed1-461eee3ea68f,Q16,5
1847,1,0c29e4d6-1ed2-4d04-81d4-a9adfa8c7a51,Q16,5
1649,3,36381c3e-6fb1-4852-82b8-22bf52396fc9,Q16,5
234,0,3a31b5bc-6b9e-4462-a6a0-a39220cfb7b2,Q16,5
232,3,52545f70-c005-452a-a498-733cf218a2a8,Q16,5
1796,2,620597f8-d1cf-4aad-b244-e713639d3e8e,Q16,5
702,3,9b48bf60-8c40-4c51-8bb6-5c5aa94c388b,Q16,5
1581,1,a1ef8616-4779-49db-b143-2702ad90f29e,Q16,5
1226,1,c5860b43-2d9c-4d9b-a56b-bf39e1dfdc46,Q16,5
2008,2,ccaa0ec7-3c35-4ebd-9120-83a52e7c2cf9,Q16,5
2385,0,cdb6201d-ffff-474d-8656-3d254c7891d9,Q16,5
260,1,d2c20c5a-d074-4410-89de-fe5da73ebcf6,Q16,5
2223,0,d7510b28-25a3-4d64-82bd-b57cd4125c27,Q16,5
1731,3,eae95567-02eb-46c4-98f8-48e9f332bc2e,Q16,5
671,1,ef551fc2-31fd-4916-89de-2ed35f1f8871,Q16,5
829,0,075203ea-741f-4ba5-b4ab-d77ebeac4fa9,Q16,6
2438,3,0db42da8-6b45-4b31-95d0-784fea5a2156,Q16,6
186,0,1930e9fa-917c-4056-b427-c59f067e4072,Q16,6
1349,0,1a4e2948-e138-446d-acee-b7c304e05f8d,Q16,6
2588,1,22060acd-c0d8-444d-aae3-bb53617af7bb,Q16,6
2571,3,36bb1693-580d-4d5a-9b0b-6d415d60daed,Q16,6
354,3,4ce8d2c8-52c6-4c8b-9e06-1800c737c428,Q16,6
2025,2,505c3a98-53a6-4922-8d2f-07a3fcad73a6,Q16,6
2455,2,584f239c-9715-47d6-9a7a-600d0b650a1b,Q16,6
258,0,5bc957d1-afeb-4d4d-88db-0f5249111deb,Q16,6
2189,3,6220043c-e6d3-4d15-a6fd-b9408a0d5687,Q16,6
1697,1,7b1f5887-f51f-4760-a993-3977d6e73d92,Q16,6
2302,2,7bfe444d-5691-480d-938f-902c3c97f6c5,Q16,6
833,1,7f6bf0bc-5bcb-4c62-a348-1cf3a990dbf9,Q16,6
1224,2,80a77ef9-4284-4da4-a16a-368b55b85c77,Q16,6
1297,0,827435fc-7597-40c5-8541-6230dd55d295,Q16,6
538,0,84eeb3c8-5288-4d2e-b92a-be64f1c99214,Q16,6
393,3,89dce7f3-3d1f-4fbd-8de9-040d4594b9c5,Q16,6
2421,2,8c07e3e2-337b-4725-9e8d-79ad90bd1e53,Q16,6
76,1,8dea0420-5299-4c0c-abb8-04f1f9888efa,Q16,6
2353,2,9216d40f-7c4e-4b1b-af28-68d1cde9c2fe,Q16,6
255,2,9c4fa3ac-38d0-4b63-9d0f-2e74d8453aaa,Q16,6
427,1,9f2db8dc-2480-42ea-af33-ecfc086861fa,Q16,6
835,1,a0a3c514-8778-42ae-a942-fdb731f65633,Q16,6
2042,3,a0fcfd29-70af-4cda-b831-8a720c1c53d9,Q16,6
2090,2,b6751005-2af3-4c54-937f-7df74291fbfe,Q16,6
2319,0,c5faf32c-b23e-414d-a79f-5dd9fae319b3,Q16,6
2271,3,cac9f63b-50af-49e4-b028-76f2d8181dc2,Q16,6
1266,2,cf7a46d0-8a58-4577-84a4-bd94c22e2106,Q16,6
638,1,d77a3366-2bfb-46b1-93c0-cdbe73fd4b98,Q16,6
1530,1,dfd29216-24fb-44bd-a58a-e8ad6f35254f,Q16,6
2554,2,fba51864-6819-4c43-bc7c-91ac12ac9c88,Q16,6
2141,3,022b0727-abba-498e-b76e-ac553df35658,Q16,7
736,2,048a0b29-7dd5-4454-be7e-09f37b670381,Q16,7
1793,1,05a3f185-4a3b-4feb-8d25-efdad9d3a370,Q16,7
969,0,070f7fb0-92fa-452d-9fe0-47684467aef2,Q16,7
972,3,076acda8-7215-4653-bdb8-e93ea5639c10,Q16,7
1915,3,0a1770d0-2aae-47ea-b4b3-89193a3728e4,Q16,7
2172,0,0fff75ce-5678-473c-963c-b9428b929a93,Q16,7
1776,0,1da05f39-98bf-4e19-85fd-bf3025ccd598,Q16,7
1564,0,1df2f52a-36ad-4af5-9208-c57eb396d196,Q16,7
1479,1,1e7dca81-7f69-492e-b64d-01dabdd32e4d,Q16,7
263,2,20800aae-61a6-4d99-944b-6e675a6f67dc,Q16,7
1003,1,2267bab7-77a1-4a41-8a69-0f6ab59ff2a1,Q16,7
2268,1,285b4cc8-1454-4463-a970-29f987a8eedc,Q16,7
1366,3,2af8a1a0-98bc-48bd-99bb-981c6b37899d,Q16,7
1830,3,2eeac7c9-fe86-454d-832b-32f62cb2a9dc,Q16,7
1547,2,34192248-6d1d-4494-9fd5-d12c9620da52,Q16,7
1714,0,3a041d99-673e-4792-a477-c3dff18f4bbf,Q16,7
853,1,3c726ecc-8ef1-4d6f-b02a-b253ae0e057f,Q16,7
1317,3,3cb39e27-0b65-400f-b96e-10c1921f31c3,Q16,7
1963,0,3ffab70b-0638-4914-9436-5c0f0d22c398,Q16,7
252,1,42846988-91f6-4c07-aa1b-ee065edd5950,Q16,7
967,3,44d11e5e-a864-49e6-bcba-e3a4ed62cf7c,Q16,7
2387,3,45b61b18-3c73-4183-aa39-58f7fceac788,Q16,7
1243,3,4a3bd85f-075d-452c-9cda-d1b68d544a02,Q16,7
1813,3,4b2e02f0-41b2-492c-aa19-82298bf8cc00,Q16,7
1147,3,4b500215-f0c9-4af4-ad4b-fd27cc0e5309,Q16,7
458,1,4b91439e-80fb-4d28-b598-5e5500301121,Q16,7
1397,1,4c96e686-35e0-4ceb-9bd7-58e5f8d327b0,Q16,7
1632,2,4fe002dc-5999-4eea-a22b-ced35bc84075,Q16,7
1898,2,51bed5d0-5dbc-4a97-8995-3a17a498e31c,Q16,7
1496,2,548a8320-3955-4185-826d-4943d27eabb0,Q16,7
2336,1,59f2606c-25b4-4f22-9ffc-3481170c9bbc,Q16,7
113,1,71cc3981-654d-4a0f-813f-2d112ab4b2c0,Q16,7
606,2,72c29668-22b7-495c-9f3e-a40dcd34b16f,Q16,7
1881,0,77a69935-e778-4905-8cd9-61017b468472,Q16,7
2124,2,77e39f91-0c70-4175-88b0-6aa6a5f057a7,Q16,7
1946,1,7828f7b0-3997-4090-b4c9-7b7d73c375ee,Q16,7
933,2,7a42bc55-84ae-47e2-b0d4-00c3d63777ec,Q16,7
1598,3,7a6992f0-3c6a-4e16-ab79-59b9426f3da5,Q16,7
356,3,8242a116-094f-41b4-b401-6618b1d1af2e,Q16,7
1615,0,828806a3-4f0f-4a1d-9c90-142bebbd2988,Q16,7
337,2,82907c4b-4267-46a0-8ac9-8755d2d2e7b9,Q16,7
1078,2,8a228fc0-004f-45b9-b07c-0df4323fce69,Q16,7
733,3,8f3f2df9-0c33-416a-b3c2-c3558c759a70,Q16,7
2059,1,90e41123-d6f6-4725-841e-da9a5571e59d,Q16,7
1864,2,93b3f96d-e38a-4e72-91e3-4617e64ea904,Q16,7
110,2,9b267736-94b7-4e6e-a31b-95945d357b9c,Q16,7
1428,1,9ce9b015-fa76-4a00-93f8-5b2d6319b002,Q16,7
1694,2,a07a6525-58e1-4e64-8c14-15ebb3e0e228,Q16,7
1102,0,b1821d90-2108-4188-b2fe-ca5c18630f89,Q16,7
1431,2,b6107668-87b6-4b99-b576-dda0c368f3e7,Q16,7
79,0,b785962a-e576-4aec-a776-79cf1753c24e,Q16,7
461,3,b8a0a0e0-8fe4-4d15-8672-86b03b4f9f50,Q16,7
388,0,b9cfc9d5-5bd0-4d28-851d-d0c7630f162a,Q16,7
885,3,bd2bac90-64d7-4e15-8eda-d4daaee70733,Q16,7
1080,3,bd985d65-a4fc-4625-90c6-62da12803a1d,Q16,7
30,3,c6bc3c9d-4ade-47a9-90bd-ce321f3928e8,Q16,7
540,0,d126d40c-053b-4142-b8a3-6c62c32a6fbe,Q16,7
2472,3,d1791678-d227-49d5-a4c5-5cb59153e1a2,Q16,7
2520,3,d1ff42e9-487b-42eb-8276-3197e42285f4,Q16,7
2107,1,d32f1e62-2341-4397-a2e6-18b30f3477df,Q16,7
1513,3,d9c592e1-2dbf-4e94-9189-8bd87619f92d,Q16,7
824,2,dd7de6ff-2f07-489a-a391-0ad7d8ec2dbe,Q16,7
1249,3,e06cf2d3-a5a8-4c8a-ac52-823c0babd502,Q16,7
1314,1,e3db7923-6dbc-4cdb-8fe9-86d69bd4f5a7,Q16,7
2537,0,efcb48eb-b211-4fec-958b-45e35d59ba02,Q16,7
827,1,f01349f9-ded5-4f3f-a53f-603977598671,Q16,7
887,2,f39c29dc-7bc4-40b8-b741-e98565fd338f,Q16,7
2418,1,f3e4cf6e-b5f5-46f8-ba9a-f48efd16e7ab,Q16,7
1448,3,f50405e4-d718-48e2-b3b7-63504cfc105f,Q16,7
2503,1,f5984d8a-8972-4622-ba8c-411f8791ba20,Q16,7
588,2,f661ee33-2f86-4c93-9e20-e0c5b83735b1,Q16,7
536,3,f97adbc2-cd4f-4aa3-a015-630d215a8f67,Q16,7
424,2,fad8ff3b-577c-43b3-96ed-08a7612d5156,Q16,7
1164,1,fb21e844-1e16-496f-bdf4-575d254d9412,Q16,7
935,0,ff05365f-9edf-4629-af16-c2f92610f880,Q16,7
27,1,3ef57b73-f6c3-4355-8126-b2a875c988f3,Q13,1
59,1,8dea0420-5299-4c0c-abb8-04f1f9888efa,Q13,1
764,2,dd7de6ff-2f07-489a-a391-0ad7d8ec2dbe,Q13,1
2169,0,0fff75ce-5678-473c-963c-b9428b929a93,Q13,2
1161,2,80a77ef9-4284-4da4-a16a-368b55b85c77,Q13,2
1895,2,51bed5d0-5dbc-4a97-8995-3a17a498e31c,Q13,3
2299,2,7bfe444d-5691-480d-938f-902c3c97f6c5,Q13,3
652,1,03ff84cc-61b3-4cd4-aed1-461eee3ea68f,Q13,4
1346,0,1a4e2948-e138-446d-acee-b7c304e05f8d,Q13,4
2203,2,1cc65f23-3d27-4b03-8a9c-dd91c86e8350,Q13,4
585,3,224c15ab-f507-4bf4-b101-9d1006a9bde0,Q13,4
1544,2,34192248-6d1d-4494-9fd5-d12c9620da52,Q13,4
2568,3,36bb1693-580d-4d5a-9b0b-6d415d60daed,Q13,4
183,0,3a31b5bc-6b9e-4462-a6a0-a39220cfb7b2,Q13,4
1074,0,457e29c4-c2e1-4c09-9992-b4b1ffb89d12,Q13,4
277,3,4ce8d2c8-52c6-4c8b-9e06-1800c737c428,Q13,4
1017,2,4f0efcf0-10f4-438c-b9c1-74d5451779f1,Q13,4
2186,3,6220043c-e6d3-4d15-a6fd-b9408a0d5687,Q13,4
1045,1,72c71801-fffd-4b3f-bea8-0b5afaf88730,Q13,4
1691,1,7b1f5887-f51f-4760-a993-3977d6e73d92,Q13,4
305,2,82907c4b-4267-46a0-8ac9-8755d2d2e7b9,Q13,4
1663,0,84c19078-8d17-4e20-b11d-5f505b5fcdad,Q13,4
1677,2,a07a6525-58e1-4e64-8c14-15ebb3e0e228,Q13,4
352,0,a1d55e3a-0ccf-488f-80a5-c73e9885e3a7,Q13,4
2602,0,b748a547-c32e-4918-8b1c-b13cd5937957,Q13,4
1331,2,b76c53df-6df6-45f8-acf0-3620bc813a7f,Q13,4
333,0,b9cfc9d5-5bd0-4d28-851d-d0c7630f162a,Q13,4
2005,2,ccaa0ec7-3c35-4ebd-9120-83a52e7c2cf9,Q13,4
489,0,d126d40c-053b-4142-b8a3-6c62c32a6fbe,Q13,4
2517,3,d1ff42e9-487b-42eb-8276-3197e42285f4,Q13,4
248,1,d2c20c5a-d074-4410-89de-fe5da73ebcf6,Q13,4
2534,0,efcb48eb-b211-4fec-958b-45e35d59ba02,Q13,4
1462,0,f06cecb0-0cd7-4a8a-87b0-b920ea407065,Q13,4
1912,3,0a1770d0-2aae-47ea-b4b3-89193a3728e4,Q13,5
1844,1,0c29e4d6-1ed2-4d04-81d4-a9adfa8c7a51,Q13,5
1991,3,16b06c1b-acf6-46c6-83c4-2858f11fe174,Q13,5
1561,0,1df2f52a-36ad-4af5-9208-c57eb396d196,Q13,5
1773,1,204fdfb9-618c-4f6e-8f88-363949f94ff3,Q13,5
2486,0,22663324-b256-4a96-b89d-41aec1c7ae68,Q13,5
1280,3,3cb39e27-0b65-400f-b96e-10c1921f31c3,Q13,5
1221,3,4a3bd85f-075d-452c-9cda-d1b68d544a02,Q13,5
200,3,52545f70-c005-452a-a498-733cf218a2a8,Q13,5
370,0,74061a8f-ffb1-415a-aee2-6a8bff72cb34,Q13,5
517,0,84eeb3c8-5288-4d2e-b92a-be64f1c99214,Q13,5
384,3,89dce7f3-3d1f-4fbd-8de9-040d4594b9c5,Q13,5
1031,2,8a228fc0-004f-45b9-b07c-0df4323fce69,Q13,5
2056,1,90e41123-d6f6-4725-841e-da9a5571e59d,Q13,5
1861,2,93b3f96d-e38a-4e72-91e3-4617e64ea904,Q13,5
214,2,9c4fa3ac-38d0-4b63-9d0f-2e74d8453aaa,Q13,5
806,1,a0a3c514-8778-42ae-a942-fdb731f65633,Q13,5
2039,3,a0fcfd29-70af-4cda-b831-8a720c1c53d9,Q13,5
74,0,b785962a-e576-4aec-a776-79cf1753c24e,Q13,5
1178,1,c5860b43-2d9c-4d9b-a56b-bf39e1dfdc46,Q13,5
2316,0,c5faf32c-b23e-414d-a79f-5dd9fae319b3,Q13,5
2265,3,cac9f63b-50af-49e4-b028-76f2d8181dc2,Q13,5
2220,0,d7510b28-25a3-4d64-82bd-b57cd4125c27,Q13,5
1527,1,dfd29216-24fb-44bd-a58a-e8ad6f35254f,Q13,5
1977,1,eca8d7eb-f72e-4b1e-9ba0-aaa0213120e0,Q13,5
2551,2,fba51864-6819-4c43-bc7c-91ac12ac9c88,Q13,5
2138,3,022b0727-abba-498e-b76e-ac553df35658,Q13,6
730,2,048a0b29-7dd5-4454-be7e-09f37b670381,Q13,6
1745,1,05a3f185-4a3b-4feb-8d25-efdad9d3a370,Q13,6
700,2,06483068-8764-4ab9-9140-f13e4904f70c,Q13,6
949,0,070f7fb0-92fa-452d-9fe0-47684467aef2,Q13,6
963,3,076acda8-7215-4653-bdb8-e93ea5639c10,Q13,6
2155,1,095b3e7c-cba1-4f32-b9fb-8d96ffcb06b6,Q13,6
1206,3,1089a767-6ccb-4bce-92a8-d01112fc6596,Q13,6
2237,1,114fe894-f9bd-4b75-ae3f-e8d2fa77e569,Q13,6
986,0,17092c37-c8c0-4bbe-a47d-4f88ec7c40ee,Q13,6
169,0,1930e9fa-917c-4056-b427-c59f067e4072,Q13,6
1759,0,1da05f39-98bf-4e19-85fd-bf3025ccd598,Q13,6
1476,1,1e7dca81-7f69-492e-b64d-01dabdd32e4d,Q13,6
1363,3,2af8a1a0-98bc-48bd-99bb-981c6b37899d,Q13,6
620,2,2b3a04cb-7b33-4198-9dd9-697ae47b3b43,Q13,6
1646,3,36381c3e-6fb1-4852-82b8-22bf52396fc9,Q13,6
849,1,3c726ecc-8ef1-4d6f-b02a-b253ae0e057f,Q13,6
2285,0,3cdc0d24-a8be-41af-9a51-0a72510ab95e,Q13,6
1960,0,3ffab70b-0638-4914-9436-5c0f0d22c398,Q13,6
1116,3,4b500215-f0c9-4af4-ad4b-fd27cc0e5309,Q13,6
441,1,4b91439e-80fb-4d28-b598-5e5500301121,Q13,6
1629,2,4fe002dc-5999-4eea-a22b-ced35bc84075,Q13,6
2022,2,505c3a98-53a6-4922-8d2f-07a3fcad73a6,Q13,6
2333,1,59f2606c-25b4-4f22-9ffc-3481170c9bbc,Q13,6
1790,2,620597f8-d1cf-4aad-b244-e713639d3e8e,Q13,6
319,3,65ee3610-eb2b-4150-8372-ab45ef13d315,Q13,6
1929,2,7165c80a-f033-4b42-ad03-a505aecbcbea,Q13,6
108,1,71cc3981-654d-4a0f-813f-2d112ab4b2c0,Q13,6
2121,2,77e39f91-0c70-4175-88b0-6aa6a5f057a7,Q13,6
1943,1,7828f7b0-3997-4090-b4c9-7b7d73c375ee,Q13,6
1595,3,7a6992f0-3c6a-4e16-ab79-59b9426f3da5,Q13,6
291,3,8242a116-094f-41b4-b401-6618b1d1af2e,Q13,6
1294,0,827435fc-7597-40c5-8541-6230dd55d295,Q13,6
716,3,8f3f2df9-0c33-416a-b3c2-c3558c759a70,Q13,6
2350,2,9216d40f-7c4e-4b1b-af28-68d1cde9c2fe,Q13,6
93,2,9b267736-94b7-4e6e-a31b-95945d357b9c,Q13,6
669,3,9b48bf60-8c40-4c51-8bb6-5c5aa94c388b,Q13,6
1394,1,9ce9b015-fa76-4a00-93f8-5b2d6319b002,Q13,6
422,1,9f2db8dc-2480-42ea-af33-ecfc086861fa,Q13,6
2073,0,ac583f19-7628-4b0c-8c1e-325374f6c1bd,Q13,6
1097,0,b1821d90-2108-4188-b2fe-ca5c18630f89,Q13,6
1425,2,b6107668-87b6-4b99-b576-dda0c368f3e7,Q13,6
822,3,bd2bac90-64d7-4e15-8eda-d4daaee70733,Q13,6
45,2,bde2c99a-812a-4f53-a181-ce9f2b77d926,Q13,6
2381,0,cdb6201d-ffff-474d-8656-3d254c7891d9,Q13,6
1263,2,cf7a46d0-8a58-4577-84a4-bd94c22e2106,Q13,6
557,3,d21803a4-7122-4082-9fb5-9d852beee96e,Q13,6
635,1,d77a3366-2bfb-46b1-93c0-cdbe73fd4b98,Q13,6
